"","series","first","last","year","mean","median","stdev","skew","sens1","sens2","gini","ar1"
"285","TP2067S",1940,2014,75,1.913,1.801,0.752,1.068,0.195,0.194,0.211,0.793
"286","TP2068E",1936,2014,79,1.47,1.285,0.854,1.018,0.216,0.221,0.314,0.802
"287","TP2068W",1936,2014,79,1.606,1.236,1.033,1.175,0.175,0.168,0.338,0.906
"288","TP2069N",1930,2014,85,2.176,1.985,0.887,1.53,0.199,0.208,0.211,0.68
"289","TP2069W",1930,2014,85,1.861,1.737,0.691,1.155,0.178,0.173,0.198,0.816
"290","TP2070E",1958,2014,57,2.406,2.392,0.536,0.037,0.166,0.163,0.121,0.537
"291","TP2070W",1958,2014,57,2.013,2.034,0.403,-0.064,0.165,0.16,0.112,0.438
"292","TP2072E",1940,2014,75,1.799,1.254,1.423,1.202,0.172,0.168,0.408,0.933
"293","TP2072W",1940,2014,75,1.789,1.282,1.379,1.386,0.171,0.181,0.387,0.925
"294","TP2073E",1943,2014,72,1.708,1.532,0.977,1.138,0.181,0.183,0.303,0.889
"295","TP2073W",1943,2014,72,1.763,1.567,1.046,1.031,0.188,0.182,0.319,0.911
"296","TP2074E",1950,2014,65,2.349,2.259,0.647,0.524,0.152,0.152,0.154,0.72
"297","TP2074W",1953,2014,62,2.429,2.482,0.523,-0.212,0.153,0.149,0.12,0.586
"298","TP2077N",1930,2014,85,1.377,1.307,0.887,0.609,0.198,0.198,0.36,0.86
"299","TP2077S",1930,2014,85,1.122,1.022,0.674,0.652,0.218,0.224,0.335,0.837
"300","TP2079N",1935,2014,80,1.028,0.883,0.564,1.061,0.187,0.198,0.294,0.791
"301","TP2079S",1935,2014,80,1.304,1.107,0.743,0.723,0.191,0.196,0.315,0.854
"302","TP2080E",1936,2014,79,1.655,1.431,0.796,0.91,0.178,0.185,0.262,0.831
"303","TP2080W",1936,2014,79,1.613,1.294,0.828,1.107,0.153,0.153,0.269,0.885
"304","TP2081N",1932,2014,83,1.418,1.165,0.758,1.262,0.189,0.184,0.283,0.864
"305","TP2081S",1932,2014,83,1.698,1.47,0.687,1.287,0.181,0.173,0.207,0.791
"306","TP2082E",1932,2006,75,1.124,0.917,0.882,0.959,0.23,0.229,0.421,0.854
"307","TP2082W",1932,2004,73,1.313,1.046,1.008,0.945,0.174,0.177,0.414,0.889
"308","TP2083N",1930,2014,85,1.364,0.975,0.942,1.459,0.189,0.194,0.345,0.894
"309","TP2083S",1930,2014,85,1.741,1.398,1.076,1.805,0.182,0.2,0.299,0.818
"310","TP2085E",1935,2014,80,1.052,0.892,0.805,0.965,0.225,0.204,0.414,0.894
"311","TP2085W",1935,2014,80,1.195,1.218,0.877,0.65,0.205,0.2,0.406,0.882
"312","TP2086E",1932,2014,83,1.411,1.145,0.774,2.028,0.167,0.171,0.258,0.815
"313","TP2086W",1932,2014,83,1.646,1.475,0.595,1.12,0.159,0.162,0.193,0.73
"314","TP1002N",1970,2013,44,1.125,1.104,0.519,0.249,0.239,0.233,0.261,0.726
"315","TP1002W",1963,2013,51,1.099,1.076,0.394,0.226,0.281,0.275,0.202,0.476
"316","TP1002E",1967,2013,47,1.44,1.435,0.525,0.241,0.281,0.273,0.203,0.567
"317","TP1004S",1957,2013,57,2.488,2.571,0.833,0.046,0.224,0.212,0.187,0.594
"318","TP1004N",1963,2013,51,1.86,1.693,0.7,0.247,0.217,0.198,0.21,0.683
"319","TP1004E",1959,2013,55,2.008,2.088,0.878,0.554,0.254,0.245,0.242,0.612
"320","TP1005N",1973,2013,41,1.355,1.169,0.654,1.343,0.222,0.212,0.247,0.761
"321","TP1005E",1960,2013,54,1.184,1.128,0.42,0.923,0.21,0.206,0.191,0.661
"322","TP1009W",1974,2013,40,0.902,0.865,0.397,0.446,0.29,0.29,0.246,0.597
"323","TP1009E",1974,2013,40,1.394,1.286,0.591,0.404,0.246,0.224,0.236,0.692
"324","TP1009S",1974,2013,40,0.964,0.91,0.439,0.106,0.232,0.209,0.256,0.758
"325","TP1009N",1974,2013,40,1.159,1.114,0.473,0.443,0.263,0.277,0.228,0.585
"326","TP1013S",1954,2013,60,1.632,1.738,0.68,-0.116,0.236,0.191,0.237,0.79
"327","TP1013E",1949,2013,65,1.895,1.938,0.6,-0.432,0.208,0.181,0.175,0.62
"328","TP1013W",1950,2013,64,1.676,1.572,0.546,0.268,0.216,0.199,0.179,0.604
"329","TP1016W",1967,2013,47,1.364,1.346,0.585,0.028,0.273,0.231,0.242,0.716
"330","TP1016E",1967,2013,47,1.177,1.2,0.445,-0.208,0.251,0.216,0.208,0.665
"331","TP1016N",1968,2013,46,1.359,1.216,0.644,0.66,0.282,0.26,0.258,0.698
"332","TP1018E",1946,2013,68,1.624,1.569,0.537,0.095,0.242,0.214,0.183,0.611
"333","TP1018W",1954,2013,60,1.503,1.481,0.49,0.357,0.222,0.195,0.176,0.637
"334","TP1018S",1952,2013,62,1.563,1.451,0.523,0.231,0.215,0.189,0.184,0.705
"335","TP1019N",1960,2013,54,1.321,1.296,0.473,-0.071,0.28,0.25,0.198,0.575
"336","TP1019E",1955,2013,59,1.077,1.067,0.351,-0.607,0.263,0.196,0.174,0.59
"337","TP1019W",1959,2013,55,1.3,1.334,0.46,-0.206,0.265,0.228,0.199,0.648
"338","TP1026N",1944,2013,70,0.737,0.744,0.501,0.512,0.328,0.271,0.376,0.804
"339","TP1026E",1952,2013,62,0.572,0.426,0.534,1.246,0.349,0.25,0.485,0.866
"340","TP1026W",1952,2013,62,0.78,0.775,0.653,0.954,0.36,0.281,0.447,0.841
"341","TP1027E",1951,2013,63,1.223,1.209,0.447,0.149,0.259,0.229,0.201,0.589
"342","TP1027S",1956,2013,58,1.355,1.381,0.421,-0.19,0.284,0.261,0.172,0.416
"343","TP1027N",1956,2013,58,1.398,1.492,0.46,-0.339,0.236,0.207,0.183,0.63
"344","TP1028S",1960,2012,53,1.811,1.89,0.52,-0.952,0.213,0.173,0.151,0.636
"345","TP1028E",1955,2013,59,1.377,1.435,0.46,-0.644,0.269,0.207,0.183,0.567
"346","TP1028W",1969,2013,45,1.47,1.461,0.571,0.923,0.265,0.254,0.202,0.471
"347","TP1029N",1970,2013,44,1.177,1.23,0.394,0.077,0.24,0.229,0.186,0.557
"348","TP1029S",1970,2013,44,0.928,0.879,0.388,0.285,0.225,0.233,0.234,0.711
"349","TP1029E",1964,2013,50,1.234,1.258,0.588,-0.069,0.24,0.235,0.261,0.711
"350","TP1029W",1964,2013,50,0.846,0.854,0.447,-0.029,0.286,0.257,0.298,0.76
"351","TP1032N",1973,2013,41,1.872,1.812,0.561,0.65,0.2,0.191,0.158,0.573
"352","TP1032W",1974,2013,40,1.956,1.825,0.619,0.612,0.19,0.184,0.173,0.635
"353","TP1032E",1959,2013,55,1.119,1.046,0.463,1,0.255,0.228,0.222,0.759
"354","TP1033W",1951,2013,63,1.173,1.1,0.61,1.347,0.323,0.336,0.269,0.499
"355","TP1033N",1969,2013,45,1.114,1.093,0.65,1.209,0.308,0.292,0.306,0.66
"356","TP1033S",1969,2012,44,0.963,0.856,0.559,1.6,0.346,0.351,0.293,0.555
"357","TP1035S",1951,2013,63,1.618,1.499,0.754,0.592,0.339,0.256,0.251,0.703
"358","TP1035E",1951,2013,63,1.824,1.768,0.755,0.309,0.313,0.248,0.225,0.676
"359","TP1035N",1951,2013,63,1.541,1.452,0.712,0.203,0.321,0.235,0.259,0.742
"360","TP1036E",1960,2013,54,0.766,0.738,0.458,0.491,0.346,0.292,0.332,0.707
"361","TP1036W",1960,2013,54,1.298,1.208,0.714,0.493,0.353,0.276,0.307,0.771
"362","TP1036S",1957,2013,57,0.71,0.783,0.46,0.669,0.338,0.282,0.355,0.712
"363","TP1036N",1957,2012,56,1.015,0.95,0.577,0.42,0.332,0.307,0.319,0.731
"364","TP1041S",1971,2013,43,0.98,0.953,0.698,0.417,0.442,0.282,0.399,0.827
"365","TP1045E",1953,2014,62,1.414,1.313,0.457,0.449,0.178,0.171,0.182,0.762
"366","TP1045W",1953,2014,62,1.545,1.489,0.412,0.674,0.195,0.194,0.146,0.567
"367","TP1051N",1923,2014,92,1.231,1.009,0.774,0.776,0.257,0.208,0.345,0.878
"368","TP1051S",1923,2014,92,1.503,1.463,1.044,0.322,0.316,0.246,0.393,0.87
"369","TP1058N",1947,2014,68,1.507,1.462,0.427,-0.493,0.224,0.202,0.155,0.542
"370","TP1058S",1947,2014,68,1.557,1.5,0.565,0.416,0.236,0.223,0.199,0.631
"371","TP1059E",1957,2014,58,1.842,1.72,0.792,1.394,0.248,0.209,0.217,0.79
"372","TP1059W",1957,2014,58,2.055,2.139,0.853,0.495,0.223,0.194,0.231,0.8
"373","TP1067E",1965,2014,50,1.486,1.467,0.438,-0.263,0.269,0.254,0.163,0.356
"374","TP1067W",1965,2014,50,1.857,1.916,0.466,-0.941,0.249,0.221,0.131,0.363
"375","TP1069E",1940,2014,75,1.768,1.894,0.677,-0.339,0.232,0.2,0.214,0.716
"376","TP1069W",1940,2014,75,1.918,1.93,0.648,-0.293,0.207,0.181,0.188,0.729
"377","TP1072E",1945,2014,70,1.271,1.224,0.539,1.67,0.258,0.232,0.208,0.69
"378","TP1072W",1945,2014,70,1.665,1.718,0.554,0.133,0.219,0.199,0.176,0.611
"379","TP1073N",1928,2014,87,1.539,1.478,0.749,0.591,0.216,0.214,0.271,0.803
"380","TP1073S",1928,2014,87,1.683,1.608,0.76,0.732,0.197,0.187,0.249,0.794
"381","TP1074E",1956,2014,59,0.931,0.83,0.427,0.662,0.265,0.259,0.253,0.664
"382","TP1074W",1956,2014,59,1.458,1.449,0.392,-0.055,0.186,0.171,0.145,0.615
"383","TP2010N",1931,2013,83,0.782,0.681,0.585,1.403,0.306,0.306,0.388,0.825
"384","TP2010S",1931,2013,83,1.179,1.094,0.662,1.076,0.242,0.23,0.302,0.814
"385","TP2010W",1939,2013,75,0.929,0.875,0.481,1.066,0.249,0.239,0.279,0.75
"386","TP2052W",1958,2013,56,1.17,1.114,0.528,0.538,0.292,0.244,0.247,0.721
"387","TP2052S",1945,2013,69,1.093,1.104,0.506,1.021,0.256,0.243,0.246,0.696
"388","TP2053S",1937,2013,77,1.087,1.097,0.479,-0.092,0.268,0.219,0.25,0.767
"389","TP2053E",1957,2013,57,0.789,0.728,0.375,0.427,0.276,0.257,0.268,0.686
"390","TP2053W",1957,2013,57,0.796,0.729,0.413,1.067,0.3,0.283,0.277,0.652
"391","TP2071E",1943,2014,72,2.079,2.056,0.54,0.345,0.194,0.185,0.142,0.542
"392","TP2071N",1944,2014,71,1.902,1.946,0.617,0.121,0.197,0.19,0.184,0.639
"393","TP2078N",1936,2014,79,1.239,1.208,0.455,0.626,0.222,0.212,0.204,0.675
"394","TP2078S",1936,2014,79,1.589,1.461,0.613,0.754,0.21,0.212,0.214,0.684
"395","TP2084E",1930,2014,85,2.086,2.017,0.727,1.499,0.193,0.191,0.176,0.679
"396","TP2084W",1930,2014,85,1.899,1.706,0.864,1.682,0.227,0.225,0.228,0.754
"397","TP2117N",1956,1992,37,1.455,1.427,0.58,0.506,0.214,0.196,0.221,0.816
"398","TP2117S",1956,1978,23,1.961,1.845,0.492,0.826,0.207,0.205,0.129,0.45
"399","TP2118E",1936,1979,44,1.128,0.829,1.13,3.217,0.268,0.335,0.388,0.678
"400","TP2118W",1936,1973,38,1.159,0.75,1.047,1.558,0.289,0.338,0.428,0.768
"401","HOW1005E",1925,2013,89,0.63,0.412,0.445,0.826,0.23,0.222,0.382,0.882
"402","HOW1005W",1923,2013,91,0.89,0.792,0.496,0.571,0.263,0.25,0.312,0.758
"403","HOW1008N",1931,2013,83,0.686,0.6,0.448,0.759,0.255,0.235,0.361,0.872
"404","HOW1008S",1931,2013,83,0.972,0.863,0.565,0.552,0.232,0.222,0.326,0.833
"405","HOW1011N",1935,2013,79,0.733,0.671,0.265,1.534,0.165,0.166,0.184,0.804
"406","HOW1011S",1942,2013,72,0.946,0.831,0.471,0.623,0.159,0.162,0.277,0.878
"407","HOW1012N",1930,2013,84,1.266,1.203,0.441,0.595,0.189,0.19,0.194,0.724
"408","HOW1012S",1930,2013,84,1.298,1.194,0.576,0.237,0.189,0.175,0.252,0.861
"409","HOW1014W",1925,2013,89,1.349,1.176,0.68,0.621,0.194,0.184,0.28,0.868
"410","HOW1014E",1924,2013,90,1.146,1.019,0.592,0.636,0.199,0.192,0.287,0.857
"411","HOW1024E",1927,2013,87,0.682,0.617,0.29,0.754,0.203,0.188,0.233,0.829
"412","HOW1024W",1927,2013,87,0.901,0.726,0.504,1.333,0.231,0.242,0.292,0.763
"413","HOW1037E",1924,2013,90,0.35,0.292,0.177,1.522,0.202,0.197,0.255,0.857
"414","HOW1037S",1921,1996,76,0.311,0.282,0.099,0.902,0.197,0.196,0.173,0.686
